P10101,P10202,P10303,P10404,P10505,P10606,P10707,P10808,P20109,P20210,P20311,P20412,P20513,P20614,P20715,P30116,P30217,P30318,P40119,P40220,P40321,P40422,P40523,P40624,P40725,P50126,P50227,P50328,P50429,P50530,P50631,P60132,P60233,P60334,P60435,P70136,P70237,P70338
2022A02356,Contreras,Suárez,José,josecontreras@universidad-sysac.edu.mx,jose_contreras115@protonmail.com,4491914371,2026-05-04,Licenciatura en Gastronomía,LIGA2020MX,5,Sí,4,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Con pareja,6,"Menos de $5,000",Otro familiar,No,NA,NA,"Crédito educativo, Beca de otra institución",No,NA,1045,No,Sí a ambos,Licenciatura,Secundaria,No,Sí,Sí,Sí,Sí
2019A06651,Rangel,Aguilar,Valentina,valentina_rangel@universidad-sysac.edu.mx,valentina_rangel@outlook.com,5560553003,2026-01-17,Licenciatura en Administración de Empresas,LIAD2020MX,5,Sí,2,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$10,001-$15,000",Madre,Sí,22,No,"Apoyo familiar, Trabajo propio",No,NA,878,Sí,Solo computadora,Primaria,Licenciatura,No,No,Sí,Sí,No
2022A03069,Díaz,Núñez,Martín Alberto,martindiaz@universidad-sysac.edu.mx,martin_diaz90@yahoo.com,2288797668,2026-01-28,Licenciatura en Derecho,LIDE2020MX,4,No,NA,No,NA,Beca de transporte,NA,06020,En residencia estudiantil,2,"$5,001-$10,000",Madre,Sí,20,Sí,"Trabajo propio, Apoyo familiar",No,NA,1646,No,Sí a ambos,Preparatoria,Sin estudios,Sí,Sí,Sí,Sí,No
2023B01470,Aguilar,Ramírez,Héctor,hectoraguilar@universidad-sysac.edu.mx,hector.aguilar@protonmail.com,5673020976,2026-05-26,Licenciatura en Derecho,LIDE2020MX,4,Sí,6,Sí,Económica,Beca de colegiatura,6.1,NA,Con padres o tutores,3,"$5,001-$10,000",Madre,Sí,33,No,Crédito educativo,No,NA,2033,No,Sí a ambos,Preparatoria,Licenciatura,No,Sí,Sí,Sí,Sí
2022A10019,Gómez,Morales,Teresa,teresagomez@universidad-sysac.edu.mx,teresagomez254@icloud.com,5671671972,2026-01-13,Licenciatura en Administración de Empresas,LIAD2020MX,5,Sí,6,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con pareja,5,"Menos de $5,000",Madre,Sí,26,No,"Trabajo propio, Crédito educativo",No,NA,570,No,Sí a ambos,Secundaria,Secundaria,Sí,Sí,Sí,Sí,Sí
2019B06373,Espinoza,Bautista,Cecilia,ceciliaespinoza@universidad-sysac.edu.mx,cecilia_espinoza9@live.com.mx,5524440058,2026-05-04,Licenciatura en Mercadotecnia,LIME2020MX,5,Sí,4,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,6,"Menos de $5,000",El propio estudiante,Sí,30,No,"Trabajo propio, Beca de otra institución",No,NA,2379,No,Ninguno,Posgrado,Posgrado,No,No,Sí,Sí,No
2023A05894,Mendoza,Vázquez,Juan,juanmendoza@universidad-sysac.edu.mx,juanmendoza89@outlook.com,4429908334,2026-02-28,Licenciatura en Diseño Gráfico,LIDN2022MX,5,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,6,"Menos de $5,000",Madre,Sí,14,No,"Trabajo propio, Crédito educativo",No,NA,1070,No,Sí a ambos,Preparatoria,Primaria,Sí,Sí,Sí,Sí,No
2020A08327,Téllez,Velázquez,Patricia,patricia_tellez@universidad-sysac.edu.mx,NA,3357085361,2026-01-07,Licenciatura en Contaduría Pública,LICO2020MX,4,No,NA,No,NA,Beca de colegiatura,9.3,NA,Con padres o tutores,2,"$10,001-$15,000",Padre,No,NA,NA,"Apoyo gubernamental, Ahorro, Crédito educativo",No,NA,2334,No,Solo computadora,Preparatoria,Licenciatura,No,Sí,Sí,Sí,Sí
2024B09987,Jiménez,Navarro,Salvador,salvador.jimenez@universidad-sysac.edu.mx,salvador_jimenez@icloud.com,5558241308,2026-06-13,Licenciatura en Diseño Gráfico,LIDN2022MX,4,Sí,5,Sí,Económica,Beca de colegiatura,7.0,NA,Con otros familiares,4,"$5,001-$10,000",El propio estudiante,Sí,37,No,Trabajo propio,No,NA,948,Sí,Sí a ambos,Primaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2023A10130,Medina,Medina,Silvia,silvia_medina@universidad-sysac.edu.mx,silviamedina@yahoo.com,5579879712,2026-01-09,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$5,001-$10,000",Madre,Sí,20,Sí,Trabajo propio,No,NA,1135,No,Solo internet,Licenciatura,Secundaria,No,No,Sí,Sí,No
2024B02818,Téllez,Lara,Ariadna,ariadna_tellez@universidad-sysac.edu.mx,ariadna_tellez@yahoo.com.mx,5645900580,2026-05-04,Licenciatura en Ciencia de Datos,LICI2020MX,4,Sí,6,No,NA,Beca de colegiatura,6.0,NA,Con padres o tutores,5,"$10,001-$15,000",Beca o apoyo gubernamental,No,NA,NA,"Crédito educativo, Ahorro",Sí,Beca municipal $800,401,No,Solo internet,Preparatoria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2025C03709,Fuentes,Ibarra,Verónica Claudia,veronica.fuentes@universidad-sysac.edu.mx,veronica.fuentes81@gmail.com,5694179305,2026-01-01,Licenciatura en Ciencia de Datos,LICI2020MX,2,Sí,1,No,NA,Beca de transporte,NA,13310,Con padres o tutores,2,"$10,001-$15,000",Beca o apoyo gubernamental,Sí,19,No,"Trabajo propio, Apoyo familiar",No,NA,877,No,Solo internet,Secundaria,Licenciatura,No,No,Sí,Sí,Sí
2024C09930,Muñoz,Guerrero,Ismael,ismael.munoz@universidad-sysac.edu.mx,ismael_munoz894@yahoo.com,5582981555,2026-05-26,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Económica,Beca de transporte,NA,07300,Con padres o tutores,3,"$10,001-$15,000",El propio estudiante,Sí,45,Sí,"Apoyo familiar, Apoyo gubernamental, Crédito educativo",No,NA,3173,No,Solo internet,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2022C06910,Mendoza,Reyes,Alejandra Carmen,alejandramendoza@universidad-sysac.edu.mx,alejandramendoza@gmail.com,3364086524,2026-02-19,Licenciatura en Diseño Gráfico,LIDN2022MX,5,Sí,3,No,NA,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,6,"$5,001-$10,000",El propio estudiante,Sí,30,Sí,Trabajo propio,No,NA,2046,No,Sí a ambos,Licenciatura,Secundaria,No,Sí,Sí,Sí,Sí
2022B01861,Rivera,Gómez,Nayeli,nayelirivera@universidad-sysac.edu.mx,nayeli.rivera638@live.com.mx,3393231881,2026-01-07,Ingeniería Industrial,LIIN2020MX,4,No,NA,No,NA,Beca de colegiatura,8.9,NA,Solo/a,4,"Menos de $5,000",Padre,Sí,30,No,Trabajo propio,No,NA,2360,No,Sí a ambos,Secundaria,Primaria,Sí,Sí,Sí,Sí,Sí
2023B02851,Mendoza,Reyes,María,mariamendoza@universidad-sysac.edu.mx,mariamendoza@yahoo.com.mx,4444802154,2026-02-14,Ingeniería en Sistemas Computacionales,LISC2020MX,4,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con pareja,5,"$10,001-$15,000",Padre,Sí,34,No,"Beca de otra institución, Trabajo propio",No,NA,1478,No,Sí a ambos,Licenciatura,Preparatoria,No,Sí,Sí,Sí,Sí
2022A10118,Flores,Morales,Francisco Rodrigo,francisco.flores@universidad-sysac.edu.mx,franciscoflores96@gmail.com,5668756336,2026-01-27,Licenciatura en Educación,LIED2020MX,5,Sí,1,No,NA,Beca de transporte,NA,07000,Con pareja,3,"Más de $25,000",Madre,No,NA,NA,Ahorro,No,NA,3239,Sí,Sí a ambos,Secundaria,Secundaria,Sí,Sí,Sí,Sí,No
2021C05671,RAMOS,GÓMEZ,IVÁN ISMAEL,ivan_ramos@universidad-sysac.edu.mx,ivanramos97@yahoo.com,2297759193,2026-01-18,Licenciatura en Enfermería,LIEN2022MX,4,Sí,2,No,NA,Beca de colegiatura,7.3,NA,Con padres o tutores,3,"$5,001-$10,000",El propio estudiante,Sí,34,No,Crédito educativo,No,NA,786,No,Sí a ambos,Preparatoria,Sin estudios,Sí,Sí,Sí,Sí,Sí
2025C04910,Acosta,Álvarez,Javier,javier_acosta@universidad-sysac.edu.mx,javieracosta97@gmail.com,(56) 24110851,2026-06-28,Licenciatura en Diseño Gráfico,LIDN2022MX,2,Sí,5,Sí,Económica,Beca de colegiatura,6.7,NA,Con padres o tutores,1,"$15,001-$25,000",Padre,Sí,27,No,"Trabajo propio, Apoyo gubernamental, Beca de otra institución",No,NA,2497,Sí,Solo computadora,Secundaria,Licenciatura,No,No,Sí,No,No
2024A00006,Castillo,Palacios,Leonardo,leonardo.castillo@universidad-sysac.edu.mx,leonardocastillo99@icloud.com,5513666186,2026-02-17,Licenciatura en Contaduría Pública,LICO2020MX,4,No,NA,No,NA,Beca de transporte,NA,16050,Con otros familiares,5,"$10,001-$15,000",Madre,No,NA,NA,Trabajo propio,No,NA,1614,No,Solo internet,Licenciatura,Preparatoria,No,No,Sí,Sí,Sí
2024C04173,Herrera,Herrera,Gabriela Catalina,gabriela.herrera@universidad-sysac.edu.mx,gabriela_herrera85@icloud.com,5541117828,2026-01-25,Licenciatura en Administración de Empresas,LIAD2020MX,4,Sí,2,Sí,Económica,Beca de colegiatura,7.3,NA,Con padres o tutores,4,"Menos de $5,000",Madre,No,NA,NA,"Beca de otra institución, Apoyo familiar, Apoyo gubernamental",No,NA,10,Sí,Sí a ambos,Licenciatura,Secundaria,No,No,Sí,No,Sí
2024C04980,Carmona,Palacios,Uriel Mateo,uriel.carmona@universidad-sysac.edu.mx,uriel_carmona166@yahoo.com.mx,3324278802,2026-06-04,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,No,NA,Beca de colegiatura,6.7,NA,Con padres o tutores,3,"Menos de $5,000",Madre,No,NA,NA,Ahorro,Sí,"Beca Jóvenes Escribiendo el Futuro $2,450",1885,Sí,Sí a ambos,Licenciatura,Preparatoria,No,No,Sí,Sí,Sí
2025B08351,Valencia,Vargas,Adrián Uriel,adrianvalencia@universidad-sysac.edu.mx,adrian_valencia341@outlook.com,2283155829,2026-05-10,Licenciatura en Enfermería,LIEN2022MX,2,Sí,2,No,NA,Beca de transporte,NA,NA,Con padres o tutores,4,"$5,001-$10,000",Tutor,No,NA,NA,"Apoyo gubernamental, Beca de otra institución, Apoyo familiar",No,NA,2203,No,Solo internet,Preparatoria,Posgrado,No,Sí,Sí,Sí,No
2024A09121,Fuentes,Herrera,Adriana,adriana_fuentes@universidad-sysac.edu.mx,adrianafuentes486@live.com.mx,8135404836,2026-01-13,Licenciatura en Enfermería,LIEN2022MX,4,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,6,"$5,001-$10,000",Beca o apoyo gubernamental,No,NA,NA,"Crédito educativo, Apoyo gubernamental, Trabajo propio",Sí,Beca municipal $800,1585,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,No
2022B07951,Silva,Gutiérrez,Gustavo Néstor,gustavo.silva@universidad-sysac.edu.mx,gustavo_silva547@icloud.com,5535104328,2026-06-04,Licenciatura en Derecho,LIDE2020MX,4,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,2,"$10,001-$15,000",El propio estudiante,Sí,30,No,"Crédito educativo, Trabajo propio",Sí,"Beca estatal $1,000",1770,No,Sí a ambos,Licenciatura,Secundaria,No,No,No,Sí,No
2023A07559,Molina,Reyes,Claudia,claudia.molina@universidad-sysac.edu.mx,claudiamolina@hotmail.com,8178763315,2026-05-12,Licenciatura en Mercadotecnia,LIME2020MX,5,Sí,6,Sí,Económica,Beca de colegiatura,5.9,NA,Con otros familiares,4,"$5,001-$10,000",Padre,Sí,28,No,"Crédito educativo, Trabajo propio",No,NA,1093,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
2019A09259,León,Rodríguez,Martha,martha_leon@universidad-sysac.edu.mx,marthaleon80@protonmail.com,3337247107,2026-06-04,Licenciatura en Derecho,LIDE2020MX,4,Sí,1,No,NA,Beca de colegiatura,7.5,NA,Con padres o tutores,4,"$5,001-$10,000",Tutor,No,NA,NA,"Ahorro, Apoyo gubernamental",No,NA,1818,No,Sí a ambos,Preparatoria,Secundaria,Sí,No,Sí,Sí,Sí
2024A06445,León,Vázquez,Catalina Nayeli,catalinaleon@universidad-sysac.edu.mx,catalina_leon91@icloud.com,5532457765,2026-02-15,Licenciatura en Mercadotecnia,LIME2020MX,4,Sí,6,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$10,001-$15,000",El propio estudiante,Sí,28,Sí,"Trabajo propio, Beca de otra institución",No,NA,1910,Sí,Solo internet,Licenciatura,Secundaria,No,Sí,Sí,Sí,No
2022B05726,Contreras,Mejía,César Juan,cesarcontreras@universidad-sysac.edu.mx,cesar_contreras83@outlook.com,2253287680,2026-05-21,Licenciatura en Ciencia de Datos,LICI2020MX,5,No,NA,No,NA,Beca de transporte,NA,06020,Con padres o tutores,5,"$10,001-$15,000",Otro familiar,No,NA,NA,"Crédito educativo, Apoyo familiar",No,NA,3201,No,Sí a ambos,Licenciatura,Licenciatura,No,Sí,Sí,Sí,Sí
2023A08625,Rosales,Rodríguez,Santiago José,santiago.rosales@universidad-sysac.edu.mx,santiago_rosales87@protonmail.com,5549846335,2026-02-25,Licenciatura en Diseño Gráfico,LIDN2022MX,5,Sí,2,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$10,001-$15,000",Beca o apoyo gubernamental,No,NA,NA,"Beca de otra institución, Ahorro, Crédito educativo",No,NA,821,Sí,Sí a ambos,Licenciatura,Preparatoria,No,Sí,Sí,Sí,Sí
2024A06533,Campos,López,Carmen Norma,carmencampos@universidad-sysac.edu.mx,carmen.campos87@yahoo.com,5531712088,2026-06-16,Licenciatura en Derecho,LIDE2020MX,4,Sí,4,No,NA,Beca de inscripción/reinscripción,NA,NA,Con pareja,5,"$5,001-$10,000",El propio estudiante,Sí,43,Sí,Trabajo propio,No,NA,796,Sí,Solo computadora,Licenciatura,Secundaria,No,No,No,No,Sí
2024C07826,moreno,valencia,leticia,leticiamoreno@universidad-sysac.edu.mx,NA,2271712884,2026-06-09,Licenciatura en Derecho,LIDE2020MX,4,Sí,6,Sí,Personal/Familiar,Beca de colegiatura,6.6,NA,Con padres o tutores,2,"$15,001-$25,000",Madre,Sí,35,No,Trabajo propio,Sí,"Beca empresa $1,200",2007,No,Sí a ambos,Primaria,Primaria,Sí,Sí,Sí,Sí,No
2024A09517,Mejía,Velázquez,Jessica Susana,jessica.mejia@universidad-sysac.edu.mx,jessica.mejia@yahoo.com.mx,5531932637,2026-02-26,Licenciatura en Enfermería,LIEN2022MX,4,Sí,6,No,NA,Beca de colegiatura,6.7,NA,Con padres o tutores,4,"$5,001-$10,000",Madre,No,NA,NA,Crédito educativo,No,NA,1080,Sí,Sí a ambos,Preparatoria,Sin estudios,Sí,Sí,Sí,Sí,Sí
2024C01469,Vázquez,Ortiz,Mariana,mariana.vazquez@universidad-sysac.edu.mx,mariana_vazquez866@live.com.mx,2299612550,2026-06-21,Licenciatura en Administración de Empresas,LIAD2020MX,4,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,7,"Menos de $5,000",Otro familiar,No,NA,NA,Ahorro,No,NA,2389,No,Ninguno,Preparatoria,Secundaria,Sí,No,Sí,Sí,No
2024B09566,Ríos,Suárez,Gustavo,gustavo.rios@universidad-sysac.edu.mx,gustavorios279@gmail.com,5571492349,2026-05-12,Ingeniería Industrial,LIIN2020MX,4,No,NA,No,NA,Beca de colegiatura,9.0,NA,Con pareja,6,"$5,001-$10,000",Padre,No,NA,NA,"Apoyo gubernamental, Trabajo propio",No,NA,1126,No,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
2023A04136,Aguilar,Navarro,Rafael,rafael_aguilar@universidad-sysac.edu.mx,rafaelaguilar@icloud.com,5520053866,2026-06-21,Licenciatura en Administración de Empresas,LIAD2020MX,5,Sí,3,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"Más de $25,000",Otro familiar,No,NA,NA,"Ahorro, Apoyo familiar",No,NA,1493,No,Sí a ambos,Secundaria,Primaria,Sí,Sí,Sí,Sí,No
2023B04042,Ríos,Mejía,Rocío,rocio.rios@universidad-sysac.edu.mx,rocio_rios943@protonmail.com,5582222751,2026-01-18,Licenciatura en Educación,LIED2020MX,5,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$15,001-$25,000",Madre,No,NA,NA,"Apoyo gubernamental, Beca de otra institución",No,NA,1631,No,Solo computadora,Secundaria,Licenciatura,No,Sí,Sí,Sí,Sí
2024A08925,Estrada,Espinoza,Catalina,catalinaestrada@universidad-sysac.edu.mx,catalinaestrada@hotmail.com,5542198000,2026-02-11,Licenciatura en Educación,LIED2020MX,4,Sí,5,No,NA,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,2,"$15,001-$25,000",Madre,Sí,19,Sí,"Trabajo propio, Apoyo gubernamental",No,NA,133,No,Sí a ambos,Licenciatura,Secundaria,No,No,Sí,Sí,Sí
2025A05910,Zavala,Moreno,Alicia,alicia.zavala@universidad-sysac.edu.mx,alicia.zavala@protonmail.com,5587793510,2026-01-12,Licenciatura en Diseño Gráfico,LIDN2022MX,2,Sí,3,Sí,Económica,Beca de colegiatura,5.8,NA,Con padres o tutores,5,"Menos de $5,000",Madre,Sí,17,No,Trabajo propio,No,NA,1650,No,Sí a ambos,Preparatoria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2024C08274,Ortiz,Palacios,Rodrigo,rodrigoortiz@universidad-sysac.edu.mx,rodrigo.ortiz19@outlook.com,3312475307,2026-01-08,Licenciatura en Educación,LIED2020MX,4,No,NA,No,NA,Beca de colegiatura,8.0,NA,Con padres o tutores,4,"Menos de $5,000",Beca o apoyo gubernamental,Sí,28,Sí,Trabajo propio,No,NA,1133,No,Ninguno,Preparatoria,Licenciatura,No,No,Sí,Sí,Sí
2023C01515,Acosta,Gómez,Enrique,enriqueacosta@universidad-sysac.edu.mx,enrique_acosta802@live.com.mx,4444529275,2026-01-15,Ingeniería en Sistemas Computacionales,LISC2020MX,4,Sí,1,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,4,"$10,001-$15,000",El propio estudiante,Sí,33,Sí,Apoyo familiar,No,NA,1582,Sí,Solo internet,Secundaria,Licenciatura,No,Sí,Sí,Sí,No
2019C07010,Martínez,Cruz,Elena,elena_martinez@universidad-sysac.edu.mx,elena_martinez703@icloud.com,5628568809,2026-02-27,Licenciatura en Enfermería,LIEN2022MX,4,No,NA,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Solo/a,4,"$5,001-$10,000",Padre,No,NA,NA,Apoyo gubernamental,No,NA,578,No,Sí a ambos,Secundaria,Licenciatura,No,No,Sí,Sí,No
2022A07892,Pérez,Campos,Raúl,raul.perez@universidad-sysac.edu.mx,NA,3393167899,2026-02-21,Licenciatura en Mercadotecnia,LIME2020MX,5,Sí,6,Sí,Personal/Familiar,Beca de transporte,NA,16070,En residencia estudiantil,6,"$5,001-$10,000",Padre,Sí,17,Sí,Ahorro,No,NA,2713,No,Sí a ambos,Secundaria,Primaria,Sí,Sí,Sí,Sí,No
2024C01285,Orozco,Castillo,Ricardo Mateo,ricardo.orozco@universidad-sysac.edu.mx,ricardo_orozco@live.com.mx,5590981659,2026-02-28,Licenciatura en Educación,LIED2020MX,4,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"Menos de $5,000",El propio estudiante,Sí,26,No,Trabajo propio,Sí,"Beca empresa $1,200",1989,No,Sí a ambos,Licenciatura,Licenciatura,No,Sí,Sí,Sí,Sí
2020A04714,Martínez,Delgado,Karla,karlamartinez@universidad-sysac.edu.mx,karlamartinez97@outlook.com,4485342520,2026-06-09,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,3,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$10,001-$15,000",Otro familiar,No,NA,NA,"Apoyo familiar, Beca de otra institución",No,NA,1161,No,Sí a ambos,Secundaria,Sin estudios,Sí,No,Sí,Sí,Sí
2024B05723,Suárez,Guerrero,Eduardo Ángel,eduardosuarez@universidad-sysac.edu.mx,eduardo.suarez424@yahoo.com.mx,8170058560,2026-01-01,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,5,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Solo/a,6,"$5,001-$10,000",El propio estudiante,Sí,40,No,"Trabajo propio, Beca de otra institución",No,NA,2442,No,Solo internet,Licenciatura,Posgrado,No,Sí,Sí,Sí,Sí
2024B07615,Carmona,Muñoz,Adriana,adriana_carmona@universidad-sysac.edu.mx,adriana_carmona994@icloud.com,2212659041,2026-02-19,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,No,NA,Beca de inscripción/reinscripción,NA,NA,Con pareja,1,"$10,001-$15,000",El propio estudiante,Sí,40,No,"Crédito educativo, Trabajo propio",Sí,"Beca estatal $1,000",2123,No,Solo internet,Posgrado,Preparatoria,No,Sí,Sí,Sí,Sí
2024B04457,Jiménez,Martínez,Ignacio,ignacio_jimenez@universidad-sysac.edu.mx,ignaciojimenez688@gmail.com,4441124948,2026-01-14,Ingeniería Industrial,LIIN2020MX,4,Sí,1,Sí,Económica,Beca de colegiatura,7.6,NA,Con padres o tutores,2,"$10,001-$15,000",Madre,Sí,20,No,Trabajo propio,No,NA,1520,No,Solo computadora,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2023C06904,Cabrera,Téllez,Oscar Armando,oscarcabrera@universidad-sysac.edu.mx,oscar_cabrera@yahoo.com.mx,3342248649,2026-05-28,Licenciatura en Gastronomía,LIGA2020MX,5,Sí,1,Sí,Económica,Beca de transporte,NA,14710,Con padres o tutores,4,"$5,001-$10,000",Otro familiar,Sí,26,No,"Apoyo gubernamental, Trabajo propio",No,NA,2478,Sí,Solo internet,Licenciatura,Licenciatura,No,Sí,Sí,Sí,No
2025B05262,Rangel,Contreras,Brenda,brenda_rangel@universidad-sysac.edu.mx,NA,8181707155,2026-05-24,Licenciatura en Gastronomía,LIGA2020MX,2,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$5,001-$10,000",Otro familiar,Sí,37,No,"Trabajo propio, Apoyo gubernamental",No,NA,348,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
2024B00714,Mendoza,Molina,Emilio,emiliomendoza@universidad-sysac.edu.mx,emilio.mendoza@live.com.mx,5589668498,2026-05-31,Licenciatura en Administración de Empresas,LIAD2020MX,4,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Solo/a,3,"$10,001-$15,000",Padre,Sí,15,Sí,Trabajo propio,No,NA,388,No,Sí a ambos,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2022C00734,Gutiérrez,Castillo,Jorge,jorge_gutierrez@universidad-sysac.edu.mx,NA,2270557223,2026-01-07,Licenciatura en Educación,LIED2020MX,5,No,NA,Sí,Económica,Beca de colegiatura,9.1,NA,Con padres o tutores,2,"$15,001-$25,000",Padre,No,NA,NA,Beca de otra institución,No,NA,2409,Sí,Solo computadora,Licenciatura,Primaria,No,No,Sí,Sí,Sí
2025C04504,Soto,Castillo,Isabel Renata,isabelsoto@universidad-sysac.edu.mx,isabel.soto621@yahoo.com,5514631250,2026-02-22,Licenciatura en Contaduría Pública,LICO2020MX,2,Sí,4,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Con pareja,6,"Menos de $5,000",Padre,No,NA,NA,"Trabajo propio, Apoyo gubernamental",No,NA,2040,Sí,Sí a ambos,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2021A05718,Muñoz,Álvarez,Araceli,araceli.munoz@universidad-sysac.edu.mx,araceli_munoz88@protonmail.com,5598918631,2026-02-01,Licenciatura en Enfermería,LIEN2022MX,4,Sí,6,Sí,Económica,Beca de colegiatura,6.0,NA,Con pareja,3,"$15,001-$25,000",Madre,No,NA,NA,"Apoyo familiar, Crédito educativo",No,NA,2370,Sí,Sí a ambos,Secundaria,Licenciatura,No,No,No,Sí,Sí
2025C05037,Medina,Ramírez,Axel,axelmedina@universidad-sysac.edu.mx,axel_medina235@live.com.mx,4456734049,2026-02-28,Licenciatura en Diseño Gráfico,LIDN2022MX,2,Sí,3,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$10,001-$15,000",El propio estudiante,Sí,28,No,"Trabajo propio, Ahorro, Apoyo familiar",No,NA,1863,Sí,Sí a ambos,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
2024A03033,Fuentes,Domínguez,Ramón Saúl,ramon.fuentes@universidad-sysac.edu.mx,ramon_fuentes@gmail.com,4448957127,2026-02-15,Licenciatura en Ciencia de Datos,LICI2020MX,4,Sí,1,No,NA,Beca de colegiatura,8.5,NA,Con otros familiares,2,"$10,001-$15,000",Beca o apoyo gubernamental,No,NA,NA,Trabajo propio,No,NA,43,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
2023B04243,Reyes,Cervantes,Norma,normareyes@universidad-sysac.edu.mx,normareyes90@yahoo.com.mx,55906527490,2026-02-15,Licenciatura en Mercadotecnia,LIME2020MX,5,No,NA,Sí,Laboral,Beca de transporte,NA,54200,Con padres o tutores,4,"Menos de $5,000",Padre,Sí,25,No,"Apoyo gubernamental, Apoyo familiar",No,NA,1874,No,Sí a ambos,Primaria,Secundaria,Sí,Sí,Sí,Sí,No
2024C03503,Morales,Silva,Alberto,albertomorales@universidad-sysac.edu.mx,NA,5543393459,2026-01-20,Licenciatura en Administración de Empresas,LIAD2020MX,4,Sí,1,Sí,Económica,Beca de colegiatura,8.1,NA,En residencia estudiantil,3,"$10,001-$15,000",Padre,No,NA,NA,Crédito educativo,No,NA,2269,No,Sí a ambos,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
